index,id,crawl_id,visit_id,change,creationTime,expiry,is_http_only,is_session,last_accessed,raw_host,expires,host,is_domain,is_secure,name,path,policy,status,value
0,1,1,1,added,2020-11-29 09:30:13,2020-11-29 09:40:12,0,0,2020-11-29 09:30:13,www.accuweather.com,1606660812,www.accuweather.com,0,0,awx_session_essential,/,0,0,%7B%22partner%22%3Anull%2C%22featuredIndex%22%3A%7B%22lifestyle%22%3A%22allergies%22%2C%22localizedLifestyle%22%3A%22Allergies%22%2C%22category%22%3A%22Low%22%2C%22categoryColor%22%3Anull%2C%22isStatusRed%22%3Afalse%7D%7D
1,2,1,1,added,2020-11-29 09:30:13,2020-11-29 10:30:13,1,0,2020-11-29 09:30:13,accuweather.com,1606663813,.accuweather.com,1,1,AKA_A2,/,0,0,A
2,3,1,1,added,2020-11-29 09:30:13,2020-11-29 11:30:13,1,0,2020-11-29 09:30:13,accuweather.com,1606667413,.accuweather.com,1,0,ak_bmsc,/,0,0,1004FE1A79BF508694544B9BCF331BD2B81B7836AA1E000075B0C35F1F302340~plgIwD6wntFwGvhGQOYQHBYziRQ5+TJ7EbECM+4qy1+e1d0ODA+AuJuXCVjV+mduDIdB4BNly3xU7sTulcqRh2oiVBp2nbrjz6BC7x2qsYB5f94q8sdSY1ivtFe0aZVXDdFfYlVagw589jlcr4XsIcCCfPQajg0dq6MEz1mxPzCh4vPyHWWhaRqvWoh1k8EA2FRk1dxK9Fex6rv8o4SfpHZhBQe4npvqrunD9pry6us7U=
3,4,1,1,changed,2020-11-29 09:30:13,2020-11-29 11:30:13,1,0,2020-11-29 09:30:13,accuweather.com,1606667413,.accuweather.com,1,0,ak_bmsc,/,0,0,1004FE1A79BF508694544B9BCF331BD2B81B7836AA1E000075B0C35F1F302340~plg4ZiZSjrP6G3MuE0IFuUXePYGEPQJ9d2kaV3nehSmk4Xw1MiZvUCw91/dl9WX0LnbCz1bHnrhbUgPfQ5g8aWo/UQZ9E0LL0nPAL40xaDGNoj3lV2b0TBNJSG/qNry+YIPoaiuYvb960iEuS29ilXY1MSD4G7daOjYM3qlUiwhFFHHtPRo2NBi/Gp2LqpyFaDHEEWAwDYnN2r4MHAHLhsMxQIVocmXO4uQH35yyr2ECq9jqxzTBUjWD2wXDIe2uBsiUXr+c1yx1S031bFEKLX+nNoXOZrRT7qojOHhdb6Uz+CtsjZ6XWAgpvWexFLr60/gIid7lt3X4pt2MnFsW/qYw==
4,5,1,1,added,2020-11-29 09:30:13,2021-12-29 09:30:13,0,0,2020-11-29 09:30:13,www.accuweather.com,1640788213,www.accuweather.com,0,0,_cb_ls,/,0,0,1
5,6,1,1,added,2020-11-29 09:30:13,2021-12-29 09:30:13,0,0,2020-11-29 09:30:13,www.accuweather.com,1640788213,www.accuweather.com,0,0,_cb,/,0,0,BqC_12gj2liIe9mf
6,7,1,1,added,2020-11-29 09:30:13,2021-12-29 09:30:13,0,0,2020-11-29 09:30:13,www.accuweather.com,1640788213,www.accuweather.com,0,0,_chartbeat2,/,0,0,.1606660213846.1606660213846.1.CCSfKtRmp08YGUxeBP1U1LBSu63J.1
7,8,1,1,added,2020-11-29 09:30:13,2020-11-29 10:00:13,0,0,2020-11-29 09:30:13,www.accuweather.com,1606662013,www.accuweather.com,0,0,_cb_svref,/,0,0,null
8,9,1,1,added,2020-11-29 09:30:13,2021-11-29 09:30:13,0,0,2020-11-29 09:30:13,www.accuweather.com,1638196213,www.accuweather.com,0,0,_pubcid,/,0,0,fb076fff-4da1-4e3d-bcb9-6d71a86b9d1b
9,10,1,1,added,2020-11-29 09:30:14,2020-11-29 09:45:13,0,0,2020-11-29 09:30:14,doubleclick.net,1606661113,.doubleclick.net,1,1,test_cookie,/,0,0,CheckForPermission
10,11,1,1,added,2020-11-29 09:30:14,2021-11-29 09:30:14,0,0,2020-11-29 09:30:14,www.accuweather.com,1638196214,www.accuweather.com,0,0,awx_user,/,0,0,{%22rl%22:[%22328802%22]%2C%22tp%22:%22F%22%2C%22lang%22:%22en-us%22%2C%22isDarkMapStyle%22:false%2C%22lifestyle%22:%22allergies%22%2C%22cache%22:{%22lang%22:%22en-us%22%2C%22tp%22:%22F%22%2C%22items%22:{%22328802%22:{%22we%22:1606660212989%2C%22tei%22:[]%2C%22wca%22:false%2C%22ix%22:1606660214076%2C%22loc%22:1606660214000%2C%22cond%22:1606660214076}}}%2C%22cDate%22:%222020-11-29%22}
11,12,1,1,added,2020-11-29 09:30:14,2021-11-29 09:30:14,0,0,2020-11-29 09:30:14,www.accuweather.com,1638196214,www.accuweather.com,0,0,us_privacy,/,0,0,1YNN
12,13,1,1,added,2020-11-29 09:30:14,2022-11-29 09:30:14,0,0,2020-11-29 09:30:14,accuweather.com,1669732214,.accuweather.com,1,0,_ga,/,0,0,GA1.2.647720078.1606660214
13,14,1,1,added,2020-11-29 09:30:14,2020-11-30 09:30:14,0,0,2020-11-29 09:30:14,accuweather.com,1606746614,.accuweather.com,1,0,_gid,/,0,0,GA1.2.889452917.1606660214
14,15,1,1,added,2020-11-29 09:30:14,2020-11-29 09:31:14,0,0,2020-11-29 09:30:14,accuweather.com,1606660274,.accuweather.com,1,0,_gat_awxTracker,/,0,0,1
15,16,1,1,added,2020-11-29 09:30:14,2021-02-27 09:30:14,0,0,2020-11-29 09:30:14,3lift.com,1614436214,.3lift.com,1,1,tluid,/,0,0,18421271961199651459
16,17,1,1,added,2020-11-29 09:30:14,2022-11-19 09:30:14,0,0,2020-11-29 09:30:14,scorecardresearch.com,1668868214,.scorecardresearch.com,1,0,UID,/,0,0,13F23a48a2091279dcef91g1606660214
17,18,1,1,added,2020-11-29 09:30:14,2022-11-19 09:30:14,0,0,2020-11-29 09:30:14,scorecardresearch.com,1668868214,.scorecardresearch.com,1,0,UIDR,/,0,0,1606660214
18,19,1,1,added,2020-11-29 09:30:14,2021-11-29 15:19:00,0,0,2020-11-29 09:30:14,mid.rkdms.com,1638217140,.mid.rkdms.com,1,1,sessionid,/,0,0,h-f339caf42b55db589f07881ff9bf76b3_t-1606660214
19,20,1,1,added,2020-11-29 09:30:14,2021-11-29 09:30:14,0,0,2020-11-29 09:30:14,adsrvr.org,1638196214,.adsrvr.org,1,1,TDID,/,0,0,78ed1cd4-9ae1-427e-b0bd-483ed3d39687
20,21,1,1,added,2020-11-29 09:30:14,2021-11-29 15:30:14,1,0,2020-11-29 09:30:14,yahoo.com,1638217814,.yahoo.com,1,1,A3,/,0,0,d=AQABBHaww18CEGcl8LwG1COj7WjVsY8-tYIFEgEBAQEBxV_NXwAAAAAA_SMAAA&S=AQAAAnPC7IBkSabFHrq6d0q69wA
21,22,1,1,added,2020-11-29 09:30:14,2021-11-29 15:30:14,0,0,2020-11-29 09:30:14,yahoo.com,1638217814,.yahoo.com,1,0,B,/,0,0,85d9uhtfs7c3m&b=3&s=jl
22,23,1,1,added,2020-11-29 09:30:15,2021-02-27 09:30:15,1,0,2020-11-29 09:30:15,adnxs.com,1614436215,.adnxs.com,1,1,icu,/,0,0,ChgI9oJHEAoYASABKAEw9uCO_gU4AUABSAEQ9uCO_gUYAA..
23,24,1,1,added,2020-11-29 09:30:15,2021-02-27 09:30:15,1,0,2020-11-29 09:30:15,adnxs.com,1614436215,.adnxs.com,1,1,uuid2,/,0,0,2348588879245579756
24,25,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,1,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,1,A3,/,0,0,d=AQABBHaww18CEDag0LBh0-LvdbmTNd_8HzsFEgEBAQEBxV_NXwAAAAAA_SMAAA&S=AQAAAv8euwzDDwdpe0IuXZh9dpM
25,26,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,0,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,0,B,/,0,0,3m7vsrtfs7c3m&b=3&s=58
26,27,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,1,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,1,A3,/,0,0,d=AQABBHaww18CENiS0CLsBY3-vRPBX28QLB8FEgEBAQEBxV_NXwAAAAAA_SMAAA&S=AQAAArWlC2iNZIICzNhccfLvUv0
27,28,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,0,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,0,B,/,0,0,1ub0gdtfs7c3m&b=3&s=nj
28,29,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,1,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,1,A3,/,0,0,d=AQABBHaww18CEFJv9uhUUuVTSPu7ecB3SGkFEgEBAQEBxV_NXwAAAAAA_SMAAA&S=AQAAApT2f-X6kVczOsL4btj5GCA
29,30,1,1,changed,2020-11-29 09:30:14,2021-11-29 15:30:15,0,0,2020-11-29 09:30:15,yahoo.com,1638217815,.yahoo.com,1,0,B,/,0,0,6ii3no1fs7c3m&b=3&s=ar
30,31,1,1,added,2020-11-29 09:30:15,2021-11-29 09:30:14,0,0,2020-11-29 09:30:15,casalemedia.com,1638196214,.casalemedia.com,1,0,CMID,/,0,0,X8Owdhch-eFXBJA9y-NuoAAA
31,32,1,1,added,2020-11-29 09:30:15,2021-02-27 09:30:14,0,0,2020-11-29 09:30:15,casalemedia.com,1614436214,.casalemedia.com,1,0,CMPS,/,0,0,460
32,33,1,1,added,2020-11-29 09:30:15,2020-11-30 09:30:14,0,0,2020-11-29 09:30:15,casalemedia.com,1606746614,.casalemedia.com,1,0,CMST,/,0,0,X8Owdl-DsHYB
33,34,1,1,added,2020-11-29 09:30:15,2020-11-30 09:30:14,0,0,2020-11-29 09:30:15,casalemedia.com,1606746614,.casalemedia.com,1,0,CMDD,/,0,0,AAL9UgE*
34,35,1,1,added,2020-11-29 09:30:15,2021-11-29 09:30:15,0,0,2020-11-29 09:30:15,rubiconproject.com,1638196215,.rubiconproject.com,1,1,khaos,/,0,0,KI380BR3-F-FJOK
35,36,1,1,added,2020-11-29 09:30:15,9999-12-31 23:59:59,0,1,2020-11-29 09:30:15,rubiconproject.com,0,.rubiconproject.com,1,1,rsid,/,0,0,1|GNuxNVAQ/ObEUWah2Yg1PQvji99hJKStlzdRFcWfPQ1ywYWROwTkQ8aYZtWIiOikWhustFOrDwusFCicA0m6HAXtoRwBg0Y1qy8pecDeQU51/D/GCqBBO62TV6jYKVuVbrzx0VIwUy6fzA==
36,37,1,1,added,2020-11-29 09:30:15,2020-11-30 09:00:00,0,0,2020-11-29 09:30:15,rubiconproject.com,1606744800,.rubiconproject.com,1,1,ses2,/,0,0,
37,38,1,1,added,2020-11-29 09:30:15,2020-11-30 09:00:00,0,0,2020-11-29 09:30:15,rubiconproject.com,1606744800,.rubiconproject.com,1,1,vis2,/,0,0,135890^1
38,39,1,1,added,2020-11-29 09:30:15,2021-11-29 09:30:15,0,0,2020-11-29 09:30:15,rubiconproject.com,1638196215,.rubiconproject.com,1,1,audit,/,0,0,1|mFVHqHkj5bFchSeD9vLKAhbnfSRvPFcgFnJ/cW8XOHDquc+V6rW9H8LdKk/xvHBXWDgltc/TIgbggJ3pD4CYm04pEN3ApJUb0A+VO7RH1E0=
39,40,1,1,added,2020-11-29 09:30:15,2020-11-30 09:00:00,0,0,2020-11-29 09:30:15,rubiconproject.com,1606744800,.rubiconproject.com,1,1,ses15,/,0,0,
40,41,1,1,added,2020-11-29 09:30:15,2020-11-30 09:00:00,0,0,2020-11-29 09:30:15,rubiconproject.com,1606744800,.rubiconproject.com,1,1,vis15,/,0,0,135890^1
